Unnamed: 0,Code.1,Code.2,Year,County,State,Unrate,State FIPS Code,County FIPS Code,State_y,County_y,"Poverty Estimate, All Ages","Poverty Percent, All Ages",Median Household Income,Total law enforcement employees,Total officers,Total civilians,SUMLEV,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,H_MALE,H_FEMALE,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson,id,25_collegedegree_higher
166,41,45,2014,Malheur County,OR,7.8,41,45,OR,Malheur,7756,28.7,35094,58,50,8,50,30354,16471,13883,15113,12922,358,100,341,261,278,247,26,30,355,323,5321,4627,5,2,0,1,2,101,23,74,4,0,2014-OR-Malheur,13.7
167,41,47,2014,Marion County,OR,7.2,41,47,OR,Marion,56064,17.7,48554,342,89,253,50,324473,161568,162905,144494,146166,2780,1817,4308,4029,3328,4027,1444,1560,5214,5306,43317,39761,62,1,18,15,28,2229,409,1521,299,,2014-OR-Marion,21.7
168,41,49,2014,Morrow County,OR,6.8,41,49,OR,Morrow,1824,16.3,51839,31,17,14,50,11095,5714,5381,5371,5027,63,46,103,110,22,40,13,18,142,140,2044,1787,,,,,,,,,,,2014-OR-Morrow,10.2
169,41,51,2014,Multnomah County,OR,5.8,41,51,OR,Multnomah,141562,18.6,53519,737,104,633,50,779002,385614,393388,310859,314565,22865,22745,5985,5372,26299,30725,2613,2459,16993,17522,45160,41264,108,0,6,16,86,904,130,725,49,,2014-OR-Multnomah,40.3
170,41,53,2014,Polk County,OR,6.7,41,53,OR,Polk,10721,14.1,52626,43,13,30,50,77702,37752,39950,34184,36284,367,266,969,1026,695,891,149,125,1388,1358,5222,4868,35,1,3,0,31,224,70,130,24,0,2014-OR-Polk,28.9
171,41,55,2014,Sherman County,OR,7.3,41,55,OR,Sherman,241,14.2,53277,7,6,1,50,1715,861,854,812,808,8,3,23,22,1,4,1,0,16,17,56,49,1,0,0,0,1,17,4,13,0,,2014-OR-Sherman,18.5
172,41,57,2014,Tillamook County,OR,6.8,41,57,OR,Tillamook,4347,17.5,41662,79,48,31,50,25314,12757,12557,11979,11827,89,41,203,184,106,146,33,36,347,323,1325,1181,10,1,1,1,7,270,64,188,18,0,2014-OR-Tillamook,19.5
173,41,59,2014,Umatilla County,OR,7.6,41,59,OR,Umatilla,13041,18,44780,95,62,33,50,76711,40012,36699,36371,33469,575,210,1641,1583,393,465,84,81,948,891,10590,9042,,,,,,,,,,,2014-OR-Umatilla,15.8
174,41,61,2014,Union County,OR,7.1,41,61,OR,Union,4418,17.7,44841,30,16,14,50,25645,12637,13008,11788,12220,114,52,146,148,122,168,171,133,296,287,560,570,15,0,1,0,14,169,28,136,5,1,2014-OR-Union,22.7
175,41,63,2014,Wallowa County,OR,9.8,41,63,OR,Wallowa,1063,15.8,39743,12,12,0,50,6778,3319,3459,3195,3314,14,16,34,28,10,19,4,5,62,77,99,81,0,0,0,0,0,34,11,22,1,2,2014-OR-Wallowa,25.1
176,41,65,2014,Wasco County,OR,6.4,41,65,OR,Wasco,4192,16.8,44010,30,17,13,50,25276,12593,12683,11479,11601,94,70,548,512,96,142,92,83,284,275,2261,2010,,,,,,,,,,,2014-OR-Wasco,18.7
177,41,67,2014,Washington County,OR,5.5,41,67,OR,Washington,69403,12.5,66315,560,258,302,50,562552,277358,285194,227896,234010,6577,5436,3180,3158,26900,29515,1494,1471,11311,11604,46402,44488,322,2,78,51,191,2464,480,1800,184,,2014-OR-Washington,39.7
178,41,69,2014,Wheeler County,OR,6.1,41,69,OR,Wheeler,315,23.3,33387,3,3,0,50,1351,675,676,635,624,1,2,14,9,3,6,2,3,20,32,47,29,,,,,,,,,,,2014-OR-Wheeler,16.1
179,41,71,2014,Yamhill County,OR,6.3,41,71,OR,Yamhill,14772,15.4,52903,88,68,20,50,100850,50449,50401,46236,46578,710,367,1075,863,815,980,147,66,1466,1547,8466,7141,39,0,14,2,23,531,139,351,41,6,2014-OR-Yamhill,22.4
180,41,1,2015,Baker County,OR,6.6,41,1,OR,Baker,2393,15.3,40855,38,32,6,50,15899,8067,7832,7624,7410,66,34,115,106,48,71,7,7,207,204,316,318,7,0,0,0,7,52,18,32,2,0,2015-OR-Baker,20.6
181,41,3,2015,Benton County,OR,4.1,41,3,OR,Benton,15272,18.3,54773,81,64,17,50,88443,44402,44041,38721,38615,609,416,374,412,2987,2820,129,118,1582,1660,3160,3146,22,1,6,1,14,187,57,122,8,5,2015-OR-Benton,52.8
182,41,5,2015,Clackamas County,OR,5,41,5,OR,Clackamas,37507,9.4,69523,442,340,102,50,399852,196616,203236,177350,182810,2330,1830,2128,2157,7819,9318,606,511,6383,6610,17258,16421,,,,,,,,,,,2015-OR-Clackamas,33.1
183,41,7,2015,Clatsop County,OR,5.3,41,7,OR,Clatsop,5176,13.9,47340,51,24,27,50,37848,18739,19109,17477,17782,149,139,238,264,268,343,64,51,543,530,1597,1568,14,0,1,2,11,212,63,129,20,3,2015-OR-Clatsop,23.6
184,41,9,2015,Columbia County,OR,7,41,9,OR,Columbia,6595,13.4,52060,42,33,9,50,49671,24841,24830,23197,23082,162,131,351,350,173,348,55,56,903,863,1228,1146,,,,,,,,,,,2015-OR-Columbia,18.2
185,41,11,2015,Coos County,OR,7.3,41,11,OR,Coos,11562,18.7,38934,90,65,25,50,62696,30903,31793,28124,28799,238,169,850,925,285,481,63,102,1343,1317,2001,1988,21,0,2,6,13,541,151,347,43,5,2015-OR-Coos,18.3
186,41,13,2015,Crook County,OR,8.2,41,13,OR,Crook,3423,15.9,45046,32,25,7,50,21465,10628,10837,10181,10289,37,32,151,182,48,92,10,6,201,236,822,765,,,,,,,,,,,2015-OR-Crook,15.5
187,41,15,2015,Curry County,OR,8,41,15,OR,Curry,3828,17.2,38126,29,12,17,50,22329,10971,11358,10173,10496,55,40,283,274,73,137,13,13,374,398,818,733,,,,,,,,,,,2015-OR-Curry,23.5
188,41,17,2015,Deschutes County,OR,5.7,41,17,OR,Deschutes,23298,13.4,56911,227,157,70,50,174392,86019,88373,81474,83704,520,325,1002,935,765,1104,142,120,2116,2185,6616,6774,94,0,15,5,74,652,170,436,46,5,2015-OR-Deschutes,32.6
189,41,19,2015,Douglas County,OR,7.3,41,19,OR,Douglas,20707,19.5,41696,139,104,35,50,107260,52830,54430,49239,50598,272,207,1120,1065,449,702,98,76,1652,1782,2934,2978,,,,,,,,,,,2015-OR-Douglas,15.7
190,41,21,2015,Gilliam County,OR,6.3,41,21,OR,Gilliam,236,12.9,50694,7,6,1,50,1866,940,926,890,883,3,2,15,9,6,7,4,6,22,19,67,57,,,,,,,,,,,2015-OR-Gilliam,16.1
191,41,23,2015,Grant County,OR,8.5,41,23,OR,Grant,1163,16.4,43105,15,15,0,50,7209,3624,3585,3437,3397,11,4,64,53,18,23,2,7,92,101,136,130,0,0,0,0,0,27,2,25,0,0,2015-OR-Grant,19.1
192,41,25,2015,Harney County,OR,7,41,25,OR,Harney,1147,16.3,40468,18,12,6,50,7154,3603,3551,3309,3255,35,22,130,147,14,23,0,1,115,103,205,168,4,0,1,0,3,12,6,5,1,1,2015-OR-Harney,17
193,41,27,2015,Hood River County,OR,4.6,41,27,OR,Hood River,2624,11.5,53726,36,18,18,50,22925,11483,11442,10812,10756,83,55,149,123,166,197,29,29,244,282,3759,3348,17,0,1,2,14,137,44,84,9,1,2015-OR-Hood River,31.7
194,41,29,2015,Jackson County,OR,6.6,41,29,OR,Jackson,40427,19.3,44855,163,116,47,50,211587,103135,108452,95395,100614,1084,645,1741,1602,1153,1729,333,373,3429,3489,13328,12391,180,3,21,12,144,1449,423,888,138,9,2015-OR-Jackson,25.6
195,41,31,2015,Jefferson County,OR,7.1,41,31,OR,Jefferson,4748,21.9,42325,39,33,6,50,22540,11682,10858,8815,8171,151,99,2261,2106,74,101,36,22,345,359,2409,2163,14,0,3,2,9,173,47,108,18,2,2015-OR-Jefferson,16
196,41,33,2015,Josephine County,OR,7.5,41,33,OR,Josephine,18268,21.9,40569,56,14,42,50,84606,41359,43247,38600,40406,260,192,655,649,330,496,92,93,1422,1411,3100,2951,17,3,1,2,11,382,137,130,115,1,2015-OR-Josephine,16.7
197,41,35,2015,Klamath County,OR,7.6,41,35,OR,Klamath,12966,19.9,42384,87,30,57,50,65742,32852,32890,29277,29286,317,242,1624,1583,308,382,67,57,1259,1340,4220,3862,70,0,14,8,48,842,259,493,90,11,2015-OR-Klamath,19.7
198,41,37,2015,Lake County,OR,7.5,41,37,OR,Lake,1374,18.6,39878,20,20,0,50,7789,4159,3630,3831,3356,41,15,106,68,34,54,7,5,140,132,299,306,,,,,,,,,,,2015-OR-Lake,17.7
199,41,39,2015,Lane County,OR,5.7,41,39,OR,Lane,67777,19,47254,260,65,195,50,362257,178486,183771,160331,165255,2411,1692,2765,2627,4731,5920,498,428,7750,7849,15531,14835,,,,,,,,,,,2015-OR-Lane,28.4
200,41,41,2015,Lincoln County,OR,6.5,41,41,OR,Lincoln,7903,17,41118,87,26,61,50,47046,22671,24375,20416,21921,224,144,935,983,229,384,42,47,825,896,2130,2050,,,,,,,,,,,2015-OR-Lincoln,23.7
201,41,43,2015,Linn County,OR,6.6,41,43,OR,Linn,18899,15.8,47757,187,137,50,50,120303,59487,60816,55510,56725,487,363,960,1002,536,792,110,102,1884,1832,5408,4968,29,1,15,1,12,1005,274,643,88,8,2015-OR-Linn,17.3
202,41,45,2015,Malheur County,OR,6.2,41,45,OR,Malheur,6743,24.9,37604,58,50,8,50,30228,16398,13830,15035,12893,349,94,353,257,262,234,28,32,371,320,5326,4632,5,1,0,1,3,134,58,65,11,0,2015-OR-Malheur,13.8
203,41,47,2015,Marion County,OR,5.9,41,47,OR,Marion,53817,16.8,51623,349,92,257,50,329106,163977,165129,146339,147912,2781,1846,4427,4147,3417,4114,1534,1626,5479,5484,44438,40812,70,2,19,17,32,1906,342,1282,282,7,2015-OR-Marion,22
204,41,49,2015,Morrow County,OR,5.6,41,49,OR,Morrow,1678,15,53774,31,17,14,50,11130,5740,5390,5368,5034,72,42,129,123,22,38,14,18,135,135,2083,1821,,,,,,,,,,,2015-OR-Morrow,10.5
205,41,51,2015,Multnomah County,OR,4.8,41,51,OR,Multnomah,121528,15.7,58764,769,99,670,50,790723,391721,399002,314942,318222,23320,23058,6086,5415,27180,31722,2644,2545,17549,18040,46300,42261,,,,,,,,,,,2015-OR-Multnomah,41.3
206,41,53,2015,Polk County,OR,5.5,41,53,OR,Polk,10641,13.7,55342,51,20,31,50,79012,38440,40572,34678,36793,403,296,1006,1031,702,874,172,143,1479,1435,5440,4999,45,0,1,2,42,248,107,114,27,4,2015-OR-Polk,29.4
207,41,55,2015,Sherman County,OR,6,41,55,OR,Sherman,272,16.3,51448,7,6,1,50,1691,856,835,810,792,4,3,23,22,1,4,1,0,17,14,62,48,,,,,,,,,,,2015-OR-Sherman,17.3
208,41,57,2015,Tillamook County,OR,5.5,41,57,OR,Tillamook,3894,15.5,44972,79,48,31,50,25554,12880,12674,12062,11938,97,42,218,185,109,145,35,41,359,323,1372,1232,14,1,4,0,9,251,77,147,27,1,2015-OR-Tillamook,21
209,41,59,2015,Umatilla County,OR,6.2,41,59,OR,Umatilla,13860,19.2,49016,73,46,27,50,76491,39913,36578,36175,33300,603,233,1625,1597,407,463,89,82,1014,903,10630,9158,37,0,6,2,29,338,100,210,28,4,2015-OR-Umatilla,16.3
210,41,61,2015,Union County,OR,6,41,61,OR,Union,4139,16.5,46378,31,20,11,50,25720,12744,12976,11828,12136,118,53,155,152,136,178,184,142,323,315,600,586,10,0,6,1,3,241,68,156,17,2,2015-OR-Union,23.2
211,41,63,2015,Wallowa County,OR,7.6,41,63,OR,Wallowa,1083,16.1,44045,12,12,0,50,6810,3349,3461,3218,3313,13,13,33,27,12,23,4,5,69,80,102,82,8,0,0,0,8,40,19,17,4,1,2015-OR-Wallowa,24.3
212,41,65,2015,Wasco County,OR,5.5,41,65,OR,Wasco,4024,16,45110,30,17,13,50,25469,12723,12746,11587,11629,95,82,546,499,102,147,90,95,303,294,2317,2058,18,1,2,0,15,115,39,59,17,0,2015-OR-Wasco,18.7
213,41,67,2015,Washington County,OR,4.6,41,67,OR,Washington,59471,10.5,70417,575,265,310,50,572955,282673,290282,230913,236789,6853,5753,3245,3163,28214,30882,1577,1490,11871,12205,47468,45466,,,,,,,,,,,2015-OR-Washington,40.7
214,41,69,2015,Wheeler County,OR,5.1,41,69,OR,Wheeler,285,21.4,34157,4,4,0,50,1327,667,660,625,607,1,2,15,9,3,6,0,3,23,33,47,24,5,0,0,0,5,9,2,6,1,0,2015-OR-Wheeler,15.4
215,41,71,2015,Yamhill County,OR,5.2,41,71,OR,Yamhill,12896,13.3,52806,90,69,21,50,101447,50685,50762,46409,46886,714,371,1070,871,843,1016,154,73,1495,1545,8485,7298,45,0,13,8,24,572,153,376,43,4,2015-OR-Yamhill,23.2
216,41,1,2016,Baker County,OR,6.2,41,1,OR,Baker,2762,17.6,42177,32,30,2,50,15971,8127,7844,7660,7423,68,35,118,104,50,64,7,9,224,209,342,339,2,0,0,0,2,67,15,49,3,0,2016-OR-Baker,23
217,41,3,2016,Benton County,OR,3.9,41,3,OR,Benton,15546,18.4,56167,78,65,13,50,90053,45274,44779,39128,39040,653,426,384,414,3317,3063,117,113,1675,1723,3277,3233,27,0,4,0,23,183,49,120,14,4,2016-OR-Benton,53.7
218,41,5,2016,Clackamas County,OR,4.3,41,5,OR,Clackamas,35366,8.7,74460,468,362,106,50,407055,200316,206739,179782,185182,2524,1931,2181,2144,8331,9867,647,563,6851,7052,17712,16751,365,8,100,80,177,5083,683,3815,585,20,2016-OR-Clackamas,34.1
219,41,7,2016,Clatsop County,OR,4.6,41,7,OR,Clatsop,4919,12.9,49898,52,25,27,50,38732,19132,19600,17834,18203,153,137,243,267,279,356,57,52,566,585,1653,1652,12,2,0,2,8,214,64,125,25,1,2016-OR-Clatsop,24.1
220,41,9,2016,Columbia County,OR,6,41,9,OR,Columbia,5537,11,63055,45,14,31,50,50939,25466,25473,23768,23656,161,132,367,383,182,374,59,57,929,871,1315,1221,18,0,4,0,14,102,53,35,14,2,2016-OR-Columbia,19.2
221,41,11,2016,Coos County,OR,6.3,41,11,OR,Coos,10946,17.5,41403,87,57,30,50,63386,31208,32178,28410,29123,231,174,879,940,293,489,63,98,1332,1354,2013,2042,21,2,1,4,14,652,168,401,83,1,2016-OR-Coos,18.4
222,41,13,2016,Crook County,OR,6.8,41,13,OR,Crook,3192,14.2,45350,35,16,19,50,22310,11075,11235,10577,10660,52,41,159,194,49,93,13,7,225,240,878,801,51,1,7,0,43,180,50,106,24,4,2016-OR-Crook,16.1
223,41,15,2016,Curry County,OR,6.6,41,15,OR,Curry,3171,14.1,40682,36,22,14,50,22629,11132,11497,10302,10620,60,40,279,269,81,126,13,13,397,429,833,733,,,,,,,,,,,2016-OR-Curry,23.6
224,41,17,2016,Deschutes County,OR,4.8,41,17,OR,Deschutes,19113,10.6,61248,229,79,150,50,180819,89284,91535,84444,86551,547,355,1030,938,862,1254,146,119,2255,2318,7028,7122,76,1,16,1,58,842,157,627,58,3,2016-OR-Deschutes,33.3
225,41,19,2016,Douglas County,OR,6.2,41,19,OR,Douglas,16692,15.6,43202,145,109,36,50,108244,53314,54930,49591,50964,277,224,1161,1097,471,752,99,84,1715,1809,3029,3073,,,,,,,,,,,2016-OR-Douglas,16.3
226,41,21,2016,Gilliam County,OR,5.9,41,21,OR,Gilliam,223,12.2,45728,7,6,1,50,1852,942,910,884,868,5,2,15,9,9,7,4,6,25,18,57,54,,,,,,,,,,,2016-OR-Gilliam,17.1
227,41,23,2016,Grant County,OR,7.5,41,23,OR,Grant,1132,16,44309,8,8,0,50,7167,3610,3557,3419,3357,12,4,64,55,20,27,2,7,93,107,136,138,,,,,,,,,,,2016-OR-Grant,21.7
228,41,25,2016,Harney County,OR,6.1,41,25,OR,Harney,1171,16.4,41846,18,12,6,50,7252,3661,3591,3356,3292,35,21,136,148,16,23,0,1,118,106,210,171,5,0,0,0,5,65,15,13,37,1,2016-OR-Harney,17.3
229,41,27,2016,Hood River County,OR,4.1,41,27,OR,Hood River,2459,10.7,53941,46,25,21,50,23090,11501,11589,10813,10878,99,60,151,122,172,208,27,29,239,292,3771,3433,17,0,5,1,11,149,28,108,13,1,2016-OR-Hood River,30.1
230,41,29,2016,Jackson County,OR,5.6,41,29,OR,Jackson,31189,14.6,48538,168,121,47,50,214600,104766,109834,96626,101559,1167,696,1743,1665,1268,1819,353,407,3609,3688,13967,12968,,,,,,,,,,,2016-OR-Jackson,26.1
231,41,31,2016,Jefferson County,OR,6.5,41,31,OR,Jefferson,3838,17.3,44943,38,33,5,50,23022,11938,11084,9029,8295,148,105,2294,2174,73,102,32,25,362,383,2444,2210,28,2,2,1,23,159,28,103,28,2,2016-OR-Jefferson,16.1
232,41,33,2016,Josephine County,OR,6.4,41,33,OR,Josephine,15239,18,38921,57,42,15,50,85599,41848,43751,39019,40854,264,209,695,645,339,518,105,97,1426,1428,3179,3072,35,0,1,5,29,372,127,118,127,5,2016-OR-Josephine,17.3
233,41,35,2016,Klamath County,OR,6.6,41,35,OR,Klamath,12408,19,44678,72,25,47,50,66287,33087,33200,29392,29446,308,245,1642,1630,355,414,70,57,1320,1408,4411,3990,,,,,,,,,,,2016-OR-Klamath,18.9
234,41,37,2016,Lake County,OR,6.2,41,37,OR,Lake,1122,15.2,40095,20,20,0,50,7837,4188,3649,3834,3355,39,13,110,76,34,59,7,5,164,141,308,314,,,,,,,,,,,2016-OR-Lake,17.3
235,41,39,2016,Lane County,OR,5,41,39,OR,Lane,66339,18.3,47933,253,176,77,50,369201,181920,187281,162792,167824,2538,1764,2911,2759,5069,6323,507,463,8103,8148,16392,15520,307,0,29,12,266,1424,489,778,157,10,2016-OR-Lane,28.7
236,41,41,2016,Lincoln County,OR,5.5,41,41,OR,Lincoln,9289,19.6,41791,84,28,56,50,47855,23146,24709,20821,22159,214,145,968,1010,240,399,47,49,856,947,2229,2108,,,,,,,,,,,2016-OR-Lincoln,23
237,41,43,2016,Linn County,OR,5.6,41,43,OR,Linn,15975,13.1,50876,187,137,50,50,122871,60736,62135,56545,57804,521,378,973,1017,577,849,135,110,1985,1977,5740,5233,36,0,12,7,17,958,234,628,96,9,2016-OR-Linn,18.1
238,41,45,2016,Malheur County,OR,5.4,41,45,OR,Malheur,6222,22.9,38130,,,,50,30397,16496,13901,15118,12917,382,121,351,255,257,231,28,31,360,346,5364,4679,,,,,,,,,,,2016-OR-Malheur,13.3
239,41,47,2016,Marion County,OR,5,41,47,OR,Marion,44581,13.6,55954,349,92,257,50,335592,167232,168360,148651,150226,2942,1984,4493,4254,3668,4419,1698,1737,5780,5740,45681,42200,65,5,19,19,22,2176,415,1498,263,5,2016-OR-Marion,22.4
240,41,49,2016,Morrow County,OR,4.8,41,49,OR,Morrow,1668,14.8,53588,,,,50,11246,5821,5425,5421,5046,82,49,137,127,28,55,15,17,138,131,2126,1885,33,0,5,2,26,209,43,141,25,4,2016-OR-Morrow,10
241,41,51,2016,Multnomah County,OR,4.2,41,51,OR,Multnomah,111262,14.2,62292,774,115,659,50,803630,398158,405472,318953,321913,23800,23534,6087,5476,28461,33372,2681,2622,18176,18555,47691,43653,119,1,16,23,79,1352,130,1073,149,7,2016-OR-Multnomah,42.7
242,41,53,2016,Polk County,OR,5,41,53,OR,Polk,9681,12.1,55218,65,26,39,50,81496,39716,41780,35701,37796,461,348,1076,1062,766,901,199,176,1513,1497,5795,5402,43,1,7,0,35,278,99,147,32,2,2016-OR-Polk,29.8
243,41,55,2016,Sherman County,OR,4.5,41,55,OR,Sherman,208,12.2,57216,7,6,1,50,1712,862,850,815,802,4,3,26,25,1,5,1,0,15,15,70,52,,,,,,,,,,,2016-OR-Sherman,17
244,41,57,2016,Tillamook County,OR,4.8,41,57,OR,Tillamook,3300,12.9,46226,58,30,28,50,26116,13199,12917,12357,12124,96,50,224,195,110,154,37,41,375,353,1416,1265,10,0,1,0,9,181,63,92,26,3,2016-OR-Tillamook,20.9
245,41,59,2016,Umatilla County,OR,5.2,41,59,OR,Umatilla,11369,15.7,49667,83,24,59,50,76700,40110,36590,36247,33262,616,244,1691,1628,428,453,91,87,1037,916,10867,9304,51,5,9,1,36,433,147,235,51,7,2016-OR-Umatilla,15.6
246,41,61,2016,Union County,OR,5.8,41,61,OR,Union,4058,16,47309,34,20,14,50,26082,12908,13174,11973,12274,120,71,164,166,145,187,182,146,324,330,621,610,11,1,1,0,9,237,39,187,11,1,2016-OR-Union,23.3
247,41,63,2016,Wallowa County,OR,6.6,41,63,OR,Wallowa,1000,14.6,46350,12,6,6,50,6912,3378,3534,3244,3382,13,12,32,26,12,24,4,5,73,85,108,92,,,,,,,,,,,2016-OR-Wallowa,25.2
248,41,65,2016,Wasco County,OR,4.7,41,65,OR,Wasco,3624,14.2,50562,29,17,12,50,25791,12884,12907,11715,11770,93,74,550,504,106,166,102,103,318,290,2411,2133,27,0,4,1,22,96,36,56,4,2,2016-OR-Wasco,18.6
249,41,67,2016,Washington County,OR,4,41,67,OR,Washington,51702,9,75577,,,,50,585358,289050,296308,234043,239626,7178,6060,3298,3242,30651,33179,1618,1522,12262,12679,48665,46661,287,4,78,26,179,1921,325,1418,178,39,2016-OR-Washington,41.2
250,41,69,2016,Wheeler County,OR,4.1,41,69,OR,Wheeler,258,19.6,35341,4,4,0,50,1325,670,655,626,604,1,2,18,9,3,6,0,3,22,31,45,28,2,0,0,0,2,5,3,1,1,0,2016-OR-Wheeler,17
251,41,71,2016,Yamhill County,OR,4.5,41,71,OR,Yamhill,11607,11.7,60643,85,68,17,50,104143,51938,52205,47429,48138,764,398,1080,908,907,1099,159,73,1599,1589,8707,7581,35,0,10,3,22,487,117,326,44,2,2016-OR-Yamhill,24.5